Analysis Time,Product Name,Product Code,Sample Type,Sample Number,Sample Comment,Instrument Name,Instrument Serial Number,Protein0%,Standard Deviation Protein0%,Min Protein0%,Max Protein0%,Residual Protein0%,Leverage Protein0%,Ref Protein0%,Moisture,Standard Deviation Moisture,Min Moisture,Max Moisture,Residual Moisture,Leverage Moisture,Ref Moisture,Starch0%,Standard Deviation Starch0%,Min Starch0%,Max Starch0%,Residual Starch0%,Leverage Starch0%,Ref Starch0%,Gluten0%,Standard Deviation Gluten0%,Min Gluten0%,Max Gluten0%,Residual Gluten0%,Leverage Gluten0%,Ref Gluten0%,Zeleny0%,Standard Deviation Zeleny0%,Min Zeleny0%,Max Zeleny0%,Residual Zeleny0%,Leverage Zeleny0%,Ref Zeleny0%,TW,Ref TW,Calibration type
10/25/2023 9:53,Wheat I,60073696 WH,Normal,9A_1_Lime_O_2023_SW_GrSample-0045,,Infratec,91915904,10.73,0.094,10.516,10.826,0,0,,11.4,0.023,11.357,11.425,0,0,,,,,,,,,,,,,,,,,,,,,,,62.27,,
10/25/2023 9:57,Wheat I,60073696 WH,Normal,2A_2_Lime_N_2023_WW_GrSample-0046,,Infratec,91915904,11.07,0.186,10.849,11.342,0,0,,11.33,0.015,11.297,11.349,0,0,,,,,,,,,,,,,,,,,,,,,,,63.06,,
10/25/2023 10:00,Wheat I,60073696 WH,Normal,4A_2_Lime_O_2023_WW_GrSample-0047,,Infratec,91915904,10.37,0.133,10.119,10.524,0,0,,11.46,0.032,11.401,11.505,0,0,,,,,,,,,,,,,,,,,,,,,,,62.75,,
10/25/2023 16:12,Field Peas II,60073677 PE,Normal,CW664_GP_2023_WP_GrSample-0003,,Infratec,91915904,22.17,1.464,20.527,24.845,0,0,,10.39,0.176,10.095,10.62,0,0,,,,,,,,,,,,,,,,,,,,,,,64.91,,
10/26/2023 11:49,Field Peas II,60073677 PE,Normal,CW664_GP_2023_WP_GrSample-0011,,Infratec,91915904,21.16,0.803,20.39,22.317,0,1,,10.45,0.076,10.369,10.618,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 11:53,Field Peas II,60073677 PE,Normal,CW665_GP_2023_WP_Gr,,Infratec,91915904,21.87,1.653,20.982,26.446,0,0,,10.42,0.103,10.259,10.607,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 11:57,Field Peas II,60073677 PE,Normal,CW660_GP_2023_WP_Gr,,Infratec,91915904,20.33,0.09,20.275,20.559,0,0,,10.39,0.165,10.121,10.565,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:00,Field Peas II,60073677 PE,Normal,CW669_GP_2023_WP_Gr,,Infratec,91915904,21.88,0.609,20.811,22.736,0,0,,10.67,0.223,10.26,11.026,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:11,Field Peas II,60073677 PE,Normal,CW672_GP_2023_WP_Gr,,Infratec,91915904,20.4,0.144,20.289,20.659,0,1,,10.77,0.12,10.566,10.958,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:15,Field Peas II,60073677 PE,Normal,CW673_GP_2023_WP_Gr,,Infratec,91915904,20.77,0.552,20.292,22.015,0,0,,10.44,0.218,10.141,10.726,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:34,Field Peas II,60073677 PE,Normal,CW661_GP_2023_WP_Gr,,Infratec,91915904,22.24,1.423,20.718,25.493,0,0,,10.02,0.144,9.695,10.179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:40,Field Peas II,60073677 PE,Normal,CW668_GP_2023_WP_Gr,,Infratec,91915904,21.56,1.658,20.513,25.178,0,0,,10.91,0.095,10.791,11.055,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:43,Field Peas II,60073677 PE,Normal,CW671_GP_2023_WP_Gr,,Infratec,91915904,21.24,0.667,20.533,22.3,0,0,,10.59,0.146,10.328,10.799,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:46,Field Peas II,60073677 PE,Normal,CW662_GP_2023_WP_Gr,,Infratec,91915904,20.77,0.489,20.312,21.634,0,0,,10.5,0.067,10.42,10.595,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 12:48,Field Peas II,60073677 PE,Normal,CW670_GP_2023_WP_Gr,,Infratec,91915904,21.7,1.318,20.548,24.018,0,0,,10.13,0.25,9.757,10.365,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 13:06,Field Peas II,60073677 PE,Normal,CW675_GP_2023_WP_Gr,,Infratec,91915904,21.11,0.809,20.295,22.132,0,0,,11,0.135,10.786,11.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 13:09,Field Peas II,60073677 PE,Normal,CW674_GP_2023_WP_Gr,,Infratec,91915904,20.95,0.553,20.379,22.17,0,0,,10.41,0.132,10.096,10.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 13:12,Field Peas II,60073677 PE,Normal,CW666_GP_2023_WP_Gr,,Infratec,91915904,23.53,1.68,20.737,25.462,0,0,,10.27,0.046,10.193,10.324,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 13:14,Field Peas II,60073677 PE,Normal,CW663_GP_2023_WP_Gr,,Infratec,91915904,21.96,1.082,20.498,23.806,0,0,,9.85,0.071,9.747,9.952,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 13:17,Field Peas II,60073677 PE,Normal,CW667_GP_2023_WP_Gr,,Infratec,91915904,21.48,1.061,20.331,23.665,0,0,,11.04,0.117,10.82,11.173,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 8:49,Field Peas II,60073677 PE,Normal,CW649_GP_2023_WP_Gr,,Infratec,91915904,22.18,0.958,20.88,24.298,0,0,,10.2,0.101,10.063,10.341,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 8:54,Field Peas II,60073677 PE,Normal,CW644_GP_2023_WP_Gr,,Infratec,91915904,20.48,0.104,20.294,20.669,0,0,,10.49,0.157,10.154,10.656,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 8:58,Field Peas II,60073677 PE,Normal,CW642_GP_2023_WP_Gr,,Infratec,91915904,23.26,1.335,21.189,25.759,0,0,,10.11,0.096,9.986,10.258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:03,Field Peas II,60073677 PE,Normal,CW645_GP_2023_WP_Gr,,Infratec,91915904,20.82,0.444,20.435,21.777,0,0,,10.46,0.103,10.294,10.568,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:07,Field Peas II,60073677 PE,Normal,CW647_GP_2023_WP_Gr,,Infratec,91915904,21.02,0.918,20.31,22.883,0,0,,10.2,0.221,9.897,10.476,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:11,Field Peas II,60073677 PE,Normal,CW651_GP_2023_WP_Gr,,Infratec,91915904,22.05,0.639,20.788,22.833,0,0,,10.69,0.167,10.427,10.988,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:15,Field Peas II,60073677 PE,Normal,CW643_GP_2023_WP_Gr,,Infratec,91915904,22.08,1.259,20.58,23.641,0,0,,10.35,0.245,10.09,10.769,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:19,Field Peas II,60073677 PE,Normal,CW656_GP_2023_WP_Gr,,Infratec,91915904,21.55,0.888,20.464,23.364,0,0,,10.53,0.115,10.35,10.639,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:23,Field Peas II,60073677 PE,Normal,CW659_GP_2023_WP_Gr,,Infratec,91915904,21.95,1.342,20.299,23.743,0,0,,10,0.194,9.662,10.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:27,Field Peas II,60073677 PE,Normal,CW648_GP_2023_WP_Gr,,Infratec,91915904,22.37,0.697,21.49,23.464,0,0,,10.63,0.085,10.486,10.751,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:31,Field Peas II,60073677 PE,Normal,CW652_GP_2023_WP_Gr,,Infratec,91915904,20.94,0.63,20.416,21.93,0,0,,10.28,0.109,10.094,10.414,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:36,Field Peas II,60073677 PE,Normal,CW658_GP_2023_WP_Gr,,Infratec,91915904,21.23,0.833,20.316,22.936,0,0,,10.19,0.124,9.984,10.353,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:39,Field Peas II,60073677 PE,Normal,CW654_GP_2023_WP_Gr,,Infratec,91915904,21.3,1.724,20.34,26.034,0,0,,10.66,0.633,10.302,12.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:43,Field Peas II,60073677 PE,Normal,CW646_GP_2023_WP_Gr,,Infratec,91915904,21.05,0.613,20.329,21.934,0,0,,10.43,0.155,10.171,10.697,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:46,Field Peas II,60073677 PE,Normal,CW640_GP_2023_WP_Gr,,Infratec,91915904,21.09,0.499,20.34,21.833,0,0,,10.19,0.214,9.841,10.486,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:55,Field Peas II,60073677 PE,Normal,,,Infratec,91915904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 9:56,Field Peas II,60073677 PE,Normal,CW657_GP_2023_WP_Gr,,Infratec,91915904,20.98,0.571,20.313,22.258,0,0,,10.51,0.121,10.345,10.646,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 10:00,Field Peas II,60073677 PE,Normal,CW655_GP_2023_WP_Gr,,Infratec,91915904,23.3,0.928,21.973,24.656,0,0,,10.58,0.107,10.439,10.753,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 10:04,Field Peas II,60073677 PE,Normal,CW641_GP_2023_WP_Gr,,Infratec,91915904,20.97,0.541,20.435,22.003,0,0,,10.3,0.135,10.154,10.581,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 10:08,Field Peas II,60073677 PE,Normal,CW650_GP_2023_WP_Gr,,Infratec,91915904,21.3,1.58,20.297,25.082,0,0,,10.82,0.163,10.428,10.946,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 10:18,Field Peas II,60073677 PE,Normal,CW653_GP_2023_WP_Gr,,Infratec,91915904,21.85,1.189,20.297,24.193,0,0,,10.93,0.134,10.64,11.078,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 10:57,Field Peas II,60073677 PE,Normal,CW638_GP_2023_WP_Gr,,Infratec,91915904,20.83,0.708,20.312,22.3,0,0,,10.89,0.069,10.738,10.962,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:01,Field Peas II,60073677 PE,Normal,CW630_GP_2023_WP_Gr,,Infratec,91915904,21.44,0.641,20.652,22.729,0,0,,10.48,0.085,10.319,10.583,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:03,Field Peas II,60073677 PE,Normal,CW639_GP_2023_WP_Gr,,Infratec,91915904,21.91,0.558,20.831,22.371,0,0,,10.99,0.152,10.738,11.307,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:06,Field Peas II,60073677 PE,Normal,CW636_GP_2023_WP_Gr,,Infratec,91915904,21.39,1.224,20.303,24.151,0,0,,10.43,0.195,10.152,10.704,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:09,Field Peas II,60073677 PE,Normal,CW627_GP_2023_WP_Gr,,Infratec,91915904,23.79,0.632,22.475,24.484,0,0,,10.98,0.096,10.84,11.106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:13,Field Peas II,60073677 PE,Normal,CW629_GP_2023_WP_GrSample-0055,,Infratec,91915904,22.6,1.095,21.405,25.204,0,0,,10.89,0.218,10.305,11.108,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:15,Field Peas II,60073677 PE,Normal,CW622_GP_2023_WP_Gr,,Infratec,91915904,22.18,1.695,20.681,25.201,0,0,,10.75,0.236,10.33,11.216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:18,Field Peas II,60073677 PE,Normal,CW633_GP_2023_WP_Gr,,Infratec,91915904,21.72,1.388,20.423,25.354,0,0,,10.92,0.58,10.505,12.544,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:21,Field Peas II,60073677 PE,Normal,CW635_GP_2023_WP_Gr,,Infratec,91915904,20.99,0.814,20.317,22.612,0,0,,10.6,0.132,10.302,10.811,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:24,Field Peas II,60073677 PE,Normal,CW625_GP_2023_WP_GrSample-0059,,Infratec,91915904,20.89,0.521,20.413,22.168,0,0,,10.62,0.22,10.218,10.993,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:27,Field Peas II,60073677 PE,Normal,CW637_GP_2023_WP_Gr,,Infratec,91915904,23.59,1.11,22.398,25.852,0,0,,11.08,0.109,10.916,11.269,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:30,Field Peas II,60073677 PE,Normal,CW626_GP_2023_WP_Gr,,Infratec,91915904,24.24,1.102,22.796,25.382,0,0,,10.67,0.098,10.539,10.832,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:34,Field Peas II,60073677 PE,Normal,CW628_GP_2023_WP_Gr,,Infratec,91915904,23.38,1.217,22.145,25.401,0,0,,10.89,0.195,10.614,11.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:37,Field Peas II,60073677 PE,Normal,CW632_GP_2023_WP_GrSample-0063,,Infratec,91915904,21.83,1.043,20.436,23.91,0,1,,10.63,0.056,10.562,10.752,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:40,Field Peas II,60073677 PE,Normal,CW624_GP_2023_WP_GrSample-0064,,Infratec,91915904,20.68,0.569,20.315,22.238,0,0,,10.69,0.093,10.486,10.799,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:43,Field Peas II,60073677 PE,Normal,CW620_GP_2023_WP_GrSample-0065,,Infratec,91915904,21.35,1.046,20.324,23.609,0,0,,10.26,0.142,9.988,10.463,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:49,Field Peas II,60073677 PE,Normal,,,Infratec,91915904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:51,Field Peas II,60073677 PE,Normal,CW621_GP_2023_WP_Gr,,Infratec,91915904,23.77,0.93,22.062,24.99,0,0,,11.01,0.61,10.686,12.731,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:55,Field Peas II,60073677 PE,Normal,CW634_GP_2023_WP_Gr,,Infratec,91915904,21.97,1.654,20.488,25.19,0,0,,11.02,0.312,10.7,11.866,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 11:58,Field Peas II,60073677 PE,Normal,CW623_GP_2023_WP_GrSample-0069,,Infratec,91915904,22.05,1.508,20.713,25.201,0,0,,11.22,0.13,11.101,11.501,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 12:00,Field Peas II,60073677 PE,Normal,CW631_GP_2023_WP_GrSample-0070,,Infratec,91915904,22.45,1.077,20.355,23.806,0,0,,10.48,0.092,10.342,10.607,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:25,Field Peas II,60073677 PE,Normal,CW611_GP_2023_WP_Gr,,Infratec,91915904,21.63,1.009,20.297,23.603,0,0,,10.77,0.101,10.568,10.884,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:28,Field Peas II,60073677 PE,Normal,CW616_GP_2023_WP_Gr,,Infratec,91915904,24.7,0.516,24.055,25.477,0,0,,10.6,0.081,10.518,10.793,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:34,Field Peas II,60073677 PE,Normal,CW613_GP_2023_WP_Gr,,Infratec,91915904,21.11,0.521,20.405,21.868,0,0,,10.11,0.066,10.02,10.222,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:37,Field Peas II,60073677 PE,Normal,CW608_GP_2023_WP_GrSample-0074,,Infratec,91915904,21.37,0.739,20.644,22.761,0,0,,11.1,1.437,10.506,15.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:40,Field Peas II,60073677 PE,Normal,CW619_GP_2023_WP_Gr,,Infratec,91915904,21.05,0.578,20.352,22.277,0,0,,10.6,0.101,10.453,10.731,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:42,Field Peas II,60073677 PE,Normal,CW602_GP_2023_WP_Gr,,Infratec,91915904,22.07,0.877,20.566,23.43,0,0,,10.13,0.063,10.016,10.227,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:50,Field Peas II,60073677 PE,Normal,CW603_GP_2023_WP_Gr,,Infratec,91915904,20.92,0.411,20.456,21.623,0,0,,10.48,0.124,10.33,10.709,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:53,Field Peas II,60073677 PE,Normal,CW600_GP_2023_WP_Gr,,Infratec,91915904,22.58,0.773,21.175,23.739,0,0,,10.87,0.063,10.791,11.014,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:56,Field Peas II,60073677 PE,Normal,CW605_GP_2023_WP_GrSample-0079,,Infratec,91915904,22.65,1.063,20.806,24.485,0,0,,10.68,0.125,10.522,10.877,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 13:59,Field Peas II,60073677 PE,Normal,CW606_GP_2023_WP_Gr,,Infratec,91915904,20.5,0.494,20.286,21.722,0,0,,10.99,0.09,10.898,11.133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:03,Field Peas II,60073677 PE,Normal,CW618_GP_2023_WP_Gr,,Infratec,91915904,22.31,1.096,20.672,23.873,0,0,,10.71,0.146,10.364,10.895,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:06,Field Peas II,60073677 PE,Normal,CW604_GP_2023_WP_Gr,,Infratec,91915904,21.86,1.868,20.367,26.068,0,0,,10.65,0.121,10.42,10.85,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:09,Field Peas II,60073677 PE,Normal,CW601_GP_2023_WP_Gr,,Infratec,91915904,23.18,1.34,20.845,25.216,0,0,,10.6,0.146,10.365,10.913,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:12,Field Peas II,60073677 PE,Normal,CW612_GP_2023_WP_Gr,,Infratec,91915904,23.12,1.547,21.018,25.462,0,0,,10.41,0.127,10.249,10.628,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:15,Field Peas II,60073677 PE,Normal,CW607_GP_2023_WP_Gr,,Infratec,91915904,21.37,0.898,20.381,22.336,0,0,,10.44,0.191,10.183,10.701,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:18,Field Peas II,60073677 PE,Normal,CW614_GP_2023_WP_Gr,,Infratec,91915904,24.02,0.97,22.61,25.521,0,0,,10.69,0.149,10.428,10.93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:22,Field Peas II,60073677 PE,Normal,CW610_GP_2023_WP_Gr,,Infratec,91915904,23.35,0.802,22.068,24.432,0,0,,10.57,0.09,10.455,10.696,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:26,Field Peas II,60073677 PE,Normal,CW609_GP_2023_WP_Gr,,Infratec,91915904,22.93,0.401,22.417,23.602,0,0,,10.6,0.107,10.462,10.738,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:29,Field Peas II,60073677 PE,Normal,CW617_GP_2023_WP_Gr,,Infratec,91915904,23.27,1.146,22.221,25.289,0,0,,11,0.081,10.904,11.179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:32,Field Peas II,60073677 PE,Normal,CW615_GP_2023_WP_Gr,,Infratec,91915904,24.25,1.432,22.344,25.935,0,0,,10.98,0.105,10.822,11.128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:36,Field Peas II,60073677 PE,Normal,CW558_GP_2023_WP_Gr,,Infratec,91915904,22.5,1.329,20.59,25.233,0,0,,11,0.097,10.833,11.134,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:39,Field Peas II,60073677 PE,Normal,CW549_GP_2023_WP_Gr,,Infratec,91915904,21.82,2.394,20.227,25.976,0,0,,11.45,0.82,11.004,13.462,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:42,Field Peas II,60073677 PE,Normal,CW547_GP_2023_WP_Gr,,Infratec,91915904,22,0.993,20.616,23.599,0,0,,10.78,0.156,10.534,11.007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:45,Field Peas II,60073677 PE,Normal,CW552_GP_2023_WP_Gr,,Infratec,91915904,22.88,1.114,21.516,24.38,0,0,,10.31,0.103,10.191,10.51,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:47,Field Peas II,60073677 PE,Normal,CW556_GP_2023_WP_Gr,,Infratec,91915904,22.01,1.02,20.38,23.6,0,0,,10.96,0.168,10.58,11.118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:54,Field Peas II,60073677 PE,Normal,CW542_GP_2023_WP_Gr,,Infratec,91915904,23.03,1.417,20.647,24.568,0,0,,11.14,0.089,11.023,11.272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 14:58,Field Peas II,60073677 PE,Normal,CW544_GP_2023_WP_Gr,,Infratec,91915904,21.51,1.043,20.383,23.165,0,1,,10.61,0.186,10.344,10.807,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:02,Field Peas II,60073677 PE,Normal,,,Infratec,91915904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:03,Field Peas II,60073677 PE,Normal,CW541_GP_2023_WP_Gr,,Infratec,91915904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:09,Field Peas II,60073677 PE,Normal,CW551_GP_2023_WP_Gr,,Infratec,91915904,21.88,1.381,20.459,24.137,0,0,,10.62,0.092,10.494,10.728,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:12,Field Peas II,60073677 PE,Normal,CW546_GP_2023_WP_Gr,,Infratec,91915904,24.48,1.378,22.426,26.001,0,0,,11.6,0.964,11.046,14.146,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:15,Field Peas II,60073677 PE,Normal,CW554_GP_2023_WP_Gr,,Infratec,91915904,20.45,0.233,20.295,21.05,0,0,,10.21,0.096,9.984,10.306,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:18,Field Peas II,60073677 PE,Normal,CW545_GP_2023_WP_Gr,,Infratec,91915904,22.18,0.73,20.789,23.735,0,0,,11.01,0.107,10.849,11.199,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:21,Field Peas II,60073677 PE,Normal,CW557_GP_2023_WP_Gr,,Infratec,91915904,24.33,1.069,22.9,25.95,0,0,,10.89,0.139,10.631,11.096,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:24,Field Peas II,60073677 PE,Normal,CW553_GP_2023_WP_Gr,,Infratec,91915904,22.74,1.519,21,25.304,0,0,,10.37,0.127,10.114,10.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:26,Field Peas II,60073677 PE,Normal,CW543_GP_2023_WP_Gr,,Infratec,91915904,20.61,0.443,20.293,21.777,0,0,,10.52,0.078,10.398,10.614,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:29,Field Peas II,60073677 PE,Normal,CW559_GP_2023_WP_Gr,,Infratec,91915904,21.12,0.923,19.992,22.582,0,0,,11.27,0.131,11.128,11.485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:32,Field Peas II,60073677 PE,Normal,CW540_GP_2023_WP_Gr,,Infratec,91915904,20.8,1.187,20.284,23.221,0,0,,11.19,0.091,11.076,11.349,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:36,Field Peas II,60073677 PE,Normal,CW548_GP_2023_WP_Gr,,Infratec,91915904,20.97,0.742,20.246,22.248,0,0,,10.69,0.098,10.535,10.814,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 15:40,Field Peas II,60073677 PE,Normal,CW555_GP_2023_WP_Gr,,Infratec,91915904,20.97,0.702,20.317,22.18,0,0,,10.39,0.142,10.152,10.601,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
