Analysis Time,Product Name,Product Code,Sample Type,Sample Number,Sample Comment,Instrument Name,Instrument Serial Number,Moisture,Standard Deviation Moisture,Min Moisture,Max Moisture,Residual Moisture,Leverage Moisture,Ref Moisture,TW,Ref TW,Oil0%,Standard Deviation Oil0%,Min Oil0%,Max Oil0%,Residual Oil0%,Leverage Oil0%,Ref Oil0%
11/26/2024 11:13:17 AM,Rapeseed I,60073681 RA,Normal,CE9_GP_2024_SC_Gr,,Infratec,91915904,6.2,0.229,5.972,6.689,0,0,,,,44.38,0.66,42.906,45.296,0,0,
11/26/2024 11:14:57 AM,Rapeseed I,60073681 RA,Normal,CE28_GP_2024_SC_Gr,,Infratec,91915904,6.53,0.376,6.074,7.187,0,0,,,,44.68,0.683,43.65,45.502,0,0,
11/26/2024 11:16:37 AM,Rapeseed I,60073681 RA,Normal,CE24_GP_2024_SC_Gr,,Infratec,91915904,6.35,0.157,6.103,6.676,0,0,,,,48.81,0.326,48.059,49.113,0,0,
11/26/2024 11:18:56 AM,Rapeseed I,60073681 RA,Normal,CE52_GP_2024_SC_Gr,,Infratec,91915904,5.44,0.218,5.083,5.776,0,0,,,,49.49,0.937,46.976,50.352,0,0,
11/26/2024 11:20:48 AM,Rapeseed I,60073681 RA,Normal,CE40_GP_2024_SC_Gr,,Infratec,91915904,6.39,0.201,6.182,6.899,0,1,,,,33.53,0.274,33.088,34.004,0,0,
11/26/2024 11:23:23 AM,Rapeseed I,60073681 RA,Normal,CE2_GP_2024_SC_Gr,,Infratec,91915904,5.71,0.166,5.428,5.914,0,0,,,,41.62,0.957,40.713,43.675,0,0,
11/26/2024 11:25:02 AM,Rapeseed I,60073681 RA,Normal,CE11_GP_2024_SC_Gr,,Infratec,91915904,5.52,0.13,5.251,5.749,0,0,,,,45.75,0.807,44.959,47.495,0,0,
11/26/2024 11:26:41 AM,Rapeseed I,60073681 RA,Normal,CE98_GP_2024_SC_Gr,,Infratec,91915904,5.79,0.21,5.514,6.22,0,0,,,,48.72,0.541,47.572,49.259,0,0,
11/26/2024 11:28:28 AM,Rapeseed I,60073681 RA,Normal,CE33_GP_2024_SC_Gr,,Infratec,91915904,5.56,0.149,5.277,5.815,0,0,,,,39.46,0.61,38.584,40.553,0,0,
11/26/2024 11:30:33 AM,Rapeseed I,60073681 RA,Normal,CE49_GP_2024_SC_Gr,,Infratec,91915904,6.08,0.194,5.709,6.416,0,0,,,,48.43,0.391,47.955,49.076,0,0,
11/26/2024 11:32:25 AM,Rapeseed I,60073681 RA,Normal,CE88_GP_2024_SC_Gr,,Infratec,91915904,5.68,0.334,5.054,6.189,0,0,,,,50.23,0.627,48.782,50.813,0,0,
11/26/2024 11:34:04 AM,Rapeseed I,60073681 RA,Normal,CE92_GP_2024_SC_Gr,,Infratec,91915904,5.88,0.111,5.713,6.062,0,0,,,,48.58,0.424,47.831,49.251,0,0,
11/26/2024 11:35:51 AM,Rapeseed I,60073681 RA,Normal,CE59_GP_2024_SC_Gr,,Infratec,91915904,6,0.153,5.747,6.325,0,0,,,,50.73,0.226,50.389,51.099,0,0,
11/26/2024 11:37:34 AM,Rapeseed I,60073681 RA,Normal,CE67_GP_2024_SC_Gr,,Infratec,91915904,5.21,0.477,3.897,5.526,0,0,,,,49.04,1.168,46.967,50.28,0,0,
11/26/2024 11:39:23 AM,Rapeseed I,60073681 RA,Normal,CE69_GP_2024_SC_Gr,,Infratec,91915904,5.67,0.181,5.436,6.056,0,0,,,,49.17,0.485,48.108,49.796,0,0,
11/26/2024 11:41:11 AM,Rapeseed I,60073681 RA,Normal,CE31_GP_2024_SC_Gr,,Infratec,91915904,5.78,0.194,5.493,6.152,0,0,,,,45.6,0.661,44.694,46.368,0,0,
11/26/2024 11:43:02 AM,Rapeseed I,60073681 RA,Normal,CE45_GP_2024_SC_Gr,,Infratec,91915904,5.85,0.206,5.655,6.31,0,0,,,,42.87,0.752,42.034,44.67,0,0,
11/26/2024 11:44:45 AM,Rapeseed I,60073681 RA,Normal,CE20_GP_2024_SC_Gr,,Infratec,91915904,5.68,0.302,5.035,6.117,0,0,,,,41.5,0.8,40.463,43.312,0,0,
11/26/2024 11:46:47 AM,Rapeseed I,60073681 RA,Normal,CE94_GP_2024_SC_Gr,,Infratec,91915904,5.73,0.227,5.475,6.163,0,0,,,,41.1,0.735,40.198,42.597,0,0,
11/26/2024 2:04:21 PM,Rapeseed I,60073681 RA,Normal,CE32_GP_2024_SC_Gr,,Infratec,91915904,5.37,0.156,5.174,5.714,0,0,,,,43.94,0.478,43.525,44.991,0,0,
11/26/2024 2:06:13 PM,Rapeseed I,60073681 RA,Normal,CE61_GP_2024_SC_Gr,,Infratec,91915904,6.24,0.169,6.009,6.512,0,0,,,,44.7,0.676,43.281,45.59,0,0,
11/26/2024 2:07:51 PM,Rapeseed I,60073681 RA,Normal,CE84_GP_2024_SC_Gr,,Infratec,91915904,5.53,0.179,5.237,5.783,0,0,,,,50.1,0.263,49.776,50.558,0,0,
11/26/2024 2:09:34 PM,Rapeseed I,60073681 RA,Normal,CE50_GP_2024_SC_Gr,,Infratec,91915904,5.67,0.229,5.243,6.088,0,0,,,,48.24,0.708,46.878,49.186,0,0,
11/26/2024 2:11:10 PM,Rapeseed I,60073681 RA,Normal,CE89_GP_2024_SC_Gr,,Infratec,91915904,5.58,0.175,5.291,5.869,0,0,,,,50.43,0.373,49.787,50.883,0,0,
11/26/2024 2:12:57 PM,Rapeseed I,60073681 RA,Normal,CE58_GP_2024_SC_Gr,,Infratec,91915904,5.92,0.272,5.607,6.405,0,0,,,,48.44,0.398,47.754,48.934,0,0,
11/26/2024 2:14:40 PM,Rapeseed I,60073681 RA,Normal,CE1_GP_2024_SC_Gr,,Infratec,91915904,5.35,0.188,5.113,5.654,0,0,,,,46.47,0.357,45.858,46.9,0,0,
11/26/2024 2:16:15 PM,Rapeseed I,60073681 RA,Normal,CE83_GP_2024_SC_Gr,,Infratec,91915904,5.51,0.165,5.273,5.835,0,0,,,,46.93,0.586,46.015,48.066,0,0,
11/26/2024 2:18:01 PM,Rapeseed I,60073681 RA,Normal,CE34_GP_2024_SC_Gr,,Infratec,91915904,5.86,0.181,5.645,6.203,0,0,,,,47.41,0.515,46.659,47.957,0,0,
11/26/2024 2:19:37 PM,Rapeseed I,60073681 RA,Normal,CE21_GP_2024_SC_Gr,,Infratec,91915904,6.15,0.179,5.923,6.443,0,0,,,,45.6,0.781,44.263,46.764,0,0,
11/26/2024 2:21:17 PM,Rapeseed I,60073681 RA,Normal,CE99_GP_2024_SC_Gr,,Infratec,91915904,5.6,0.134,5.372,5.772,0,0,,,,47.32,0.574,46.21,48.03,0,0,
11/26/2024 2:23:19 PM,Rapeseed I,60073681 RA,Normal,CE90_GP_2024_SC_Gr,,Infratec,91915904,5.42,0.174,5.073,5.65,0,0,,,,51.31,0.534,50.506,52.348,0,0,
11/26/2024 2:25:11 PM,Rapeseed I,60073681 RA,Normal,CE75_GP_2024_SC_Gr,,Infratec,91915904,5.71,0.113,5.527,5.92,0,0,,,,49.9,0.297,49.5,50.398,0,0,
11/26/2024 2:26:55 PM,Rapeseed I,60073681 RA,Normal,CE60_GP_2024_SC_Gr,,Infratec,91915904,5.98,0.146,5.744,6.19,0,0,,,,49.98,0.456,49.368,50.933,0,0,
11/26/2024 2:28:42 PM,Rapeseed I,60073681 RA,Normal,CE6_GP_2024_SC_Gr,,Infratec,91915904,5.73,0.2,5.433,6.079,0,0,,,,41.6,0.687,40.645,42.823,0,0,
11/26/2024 2:30:22 PM,Rapeseed I,60073681 RA,Normal,CE35_GP_2024_SC_Gr,,Infratec,91915904,6.1,0.183,5.948,6.55,0,0,,,,45.69,0.505,44.47,46.18,0,0,
11/26/2024 2:31:57 PM,Rapeseed I,60073681 RA,Normal,CE15_GP_2024_SC_Gr,,Infratec,91915904,5.93,0.209,5.679,6.348,0,0,,,,45.93,0.558,45.39,47.273,0,0,
11/26/2024 2:33:37 PM,Rapeseed I,60073681 RA,Normal,CE37_GP_2024_SC_Gr,,Infratec,91915904,5.44,0.126,5.193,5.67,0,0,,,,42.36,0.358,41.741,43.09,0,0,
11/26/2024 2:35:47 PM,Rapeseed I,60073681 RA,Normal,CE13_GP_2024_SC_Gr,,Infratec,91915904,6.01,0.126,5.865,6.302,0,0,,,,40.75,0.483,39.829,41.513,0,0,
11/26/2024 2:37:46 PM,Rapeseed I,60073681 RA,Normal,CE44_GP_2024_SC_Gr,,Infratec,91915904,5.54,0.358,5.242,6.407,0,0,,,,47.48,0.776,45.873,48.684,0,0,
11/26/2024 2:39:34 PM,Rapeseed I,60073681 RA,Normal,,,Infratec,91915904,5.4,0.27,4.774,5.736,0,0,,,,47.1,0.917,45.506,48.39,0,0,
11/26/2024 2:41:34 PM,Rapeseed I,60073681 RA,Normal,CE63_GP_2024_SC_Gr,,Infratec,91915904,5.62,0.238,5.06,5.874,0,0,,,,49.05,0.32,48.704,49.521,0,0,
11/26/2024 2:43:08 PM,Rapeseed I,60073681 RA,Normal,CE85_GP_2024_SC_Gr,,Infratec,91915904,5.74,0.262,5.418,6.321,0,0,,,,49.01,0.604,47.677,49.717,0,0,
11/26/2024 2:44:52 PM,Rapeseed I,60073681 RA,Normal,CE70_GP_2024_SC_Gr,,Infratec,91915904,5.45,0.156,5.242,5.68,0,0,,,,50.42,0.365,49.908,51.198,0,0,
11/26/2024 2:46:26 PM,Rapeseed I,60073681 RA,Normal,CE53_GP_2024_SC_Gr,,Infratec,91915904,5.64,0.103,5.38,5.746,0,0,,,,50.06,0.352,49.52,50.715,0,0,
11/26/2024 2:48:38 PM,Rapeseed I,60073681 RA,Normal,CE86_GP_2024_SC_Gr,,Infratec,91915904,6.09,0.232,5.829,6.657,0,0,,,,49.03,0.672,47.466,49.794,0,0,
11/26/2024 2:50:37 PM,Rapeseed I,60073681 RA,Normal,CE14_GP_2024_SC_Gr,,Infratec,91915904,5.82,0.12,5.629,5.991,0,1,,,,38.57,0.295,38.029,38.925,0,0,
11/27/2024 9:21:59 AM,Rapeseed I,60073681 RA,Normal,CE327_GP_2024_SC_Gr,,Infratec,91915904,5.4,0.226,5.166,5.859,0,0,,,,48.74,0.656,48.006,49.718,0,0,
11/27/2024 9:37:57 AM,Rapeseed I,60073681 RA,Normal,CE352_GP_2024_SC_Gr,,Infratec,91915904,5.41,0.184,4.966,5.636,0,0,,,,49.01,0.902,47.39,49.935,0,0,
11/27/2024 9:42:22 AM,Rapeseed I,60073681 RA,Normal,CE304_GP_2024_SC_Gr,,Infratec,91915904,5.47,0.171,5.215,5.731,0,0,,,,48.68,0.496,47.645,49.125,0,0,
11/27/2024 9:46:38 AM,Rapeseed I,60073681 RA,Normal,CE358_GP_2024_SC_Gr,,Infratec,91915904,5.65,0.181,5.391,5.942,0,0,,,,48.31,0.639,46.799,49.027,0,0,
11/27/2024 9:50:55 AM,Rapeseed I,60073681 RA,Normal,CE355_GP_2024_SC_Gr,,Infratec,91915904,5.37,0.473,4.521,6.002,0,0,,,,48.84,1.069,47.02,50.27,0,0,
11/27/2024 9:55:23 AM,Rapeseed I,60073681 RA,Normal,CE311_GP_2024_SC_Gr,,Infratec,91915904,5.6,0.512,4.585,6.561,0,0,,,,49.99,0.546,48.854,50.61,0,0,
11/27/2024 9:59:23 AM,Rapeseed I,60073681 RA,Normal,CE336_GP_2024_SC_Gr,,Infratec,91915904,5.7,0.292,5.171,5.99,0,0,,,,49.76,0.61,48.681,50.565,0,0,
11/27/2024 10:04:37 AM,Rapeseed I,60073681 RA,Normal,CE306_GP_2024_SC_Gr,,Infratec,91915904,5.44,0.22,5.203,6.003,0,0,,,,44.69,0.619,43.829,45.901,0,0,
11/27/2024 10:08:35 AM,Rapeseed I,60073681 RA,Normal,CE396_GP_2024_SC_Gr,,Infratec,91915904,5.3,0.17,5.041,5.521,0,0,,,,50.55,0.835,49.299,51.384,0,0,
11/27/2024 10:13:29 AM,Rapeseed I,60073681 RA,Normal,CE324_GP_2024_SC_Gr,,Infratec,91915904,5.62,0.294,5.2,6.059,0,0,,,,42.61,0.655,41.853,43.692,0,0,
11/27/2024 10:19:05 AM,Rapeseed I,60073681 RA,Normal,CE353_GP_2024_SC_Gr,,Infratec,91915904,5.72,0.134,5.426,5.874,0,0,,,,48.61,0.402,47.896,49.093,0,0,
11/27/2024 10:26:50 AM,Rapeseed I,60073681 RA,Normal,CE309_GP_2024_SC_Gr,,Infratec,91915904,5.64,0.242,5.387,6.27,0,0,,,,48.06,0.521,47.263,48.645,0,0,
11/27/2024 10:31:18 AM,Rapeseed I,60073681 RA,Normal,CE305_GP_2024_SC_Gr,,Infratec,91915904,5.19,0.121,4.977,5.336,0,0,,,,49.35,0.414,48.577,49.996,0,0,
11/27/2024 10:35:22 AM,Rapeseed I,60073681 RA,Normal,CE377_GP_2024_SC_Gr,,Infratec,91915904,5.66,0.399,5.11,6.585,0,0,,,,50.1,0.592,48.961,50.874,0,0,
11/27/2024 10:40:58 AM,Rapeseed I,60073681 RA,Normal,CE356_GP_2024_SC_Gr,,Infratec,91915904,5.04,0.568,3.522,5.499,0,0,,,,49.95,0.641,48.853,51.181,0,0,
11/27/2024 10:47:57 AM,Rapeseed I,60073681 RA,Normal,CE308_GP_2024_SC_Gr,,Infratec,91915904,5.33,0.168,5.025,5.596,0,0,,,,48.53,0.602,47.55,49.32,0,0,
11/27/2024 10:51:59 AM,Rapeseed I,60073681 RA,Normal,CE333_GP_2024_SC_Gr,,Infratec,91915904,5.61,0.343,5.324,6.469,0,0,,,,48.98,0.91,47.098,49.831,0,0,
11/27/2024 10:55:44 AM,Rapeseed I,60073681 RA,Normal,CE329_GP_2024_SC_Gr,,Infratec,91915904,5.81,0.127,5.606,6.016,0,0,,,,47.77,0.46,46.893,48.452,0,0,
11/27/2024 11:05:17 AM,Rapeseed I,60073681 RA,Normal,CE303_GP_2024_SC_Gr,,Infratec,91915904,5.17,0.161,4.845,5.444,0,0,,,,46.9,0.366,46.356,47.428,0,0,
11/27/2024 11:17:42 AM,Rapeseed I,60073681 RA,Normal,CE307_GP_2024_SC_Gr,,Infratec,91915904,5.23,0.124,5.011,5.389,0,0,,,,49.45,0.458,48.551,50.004,0,0,
11/27/2024 11:23:58 AM,Rapeseed I,60073681 RA,Normal,CE302_GP_2024_SC_Gr,,Infratec,91915904,5.64,0.206,5.235,5.904,0,0,,,,49.14,0.548,48.525,50.308,0,0,
11/27/2024 11:28:16 AM,Rapeseed I,60073681 RA,Normal,CE328_GP_2024_SC_Gr,,Infratec,91915904,5.7,0.119,5.524,5.944,0,0,,,,48.51,0.43,47.865,49.157,0,0,
11/27/2024 11:32:13 AM,Rapeseed I,60073681 RA,Normal,CE334_GP_2024_SC_Gr,,Infratec,91915904,5.78,0.261,5.359,6.301,0,0,,,,47.61,0.74,46.388,48.39,0,0,
11/27/2024 11:37:24 AM,Rapeseed I,60073681 RA,Normal,CE300_GP_2024_SC_Gr,,Infratec,91915904,5.77,0.243,5.356,6.102,0,0,,,,47.57,0.949,45.538,48.774,0,0,
11/27/2024 11:41:51 AM,Rapeseed I,60073681 RA,Normal,CE354_GP_2024_SC_Gr,,Infratec,91915904,5.8,0.299,5.193,6.325,0,0,,,,47.61,0.887,46.141,48.591,0,0,
11/27/2024 12:00:12 PM,Rapeseed I,60073681 RA,Normal,CE251_GP_2024_SC_Gr,,Infratec,91915904,5.3,0.212,5.058,5.827,0,0,,,,42.57,0.832,41.532,43.855,0,0,
11/27/2024 12:47:50 PM,Rapeseed I,60073681 RA,Normal,CE249_GP_2024_SC_Gr,,Infratec,91915904,5.74,0.186,5.377,6.036,0,0,,,,47.6,0.59,46.686,48.706,0,0,
11/27/2024 12:52:29 PM,Rapeseed I,60073681 RA,Normal,CE204_GP_2024_SC_Gr,,Infratec,91915904,5.17,0.151,4.995,5.445,0,0,,,,44.3,0.538,43.184,45.048,0,0,
11/27/2024 12:56:52 PM,Rapeseed I,60073681 RA,Normal,CE237_GP_2024_SC_Gr,,Infratec,91915904,5.56,0.219,5.356,5.966,0,0,,,,46.64,0.762,45.658,47.925,0,0,
11/27/2024 1:01:42 PM,Rapeseed I,60073681 RA,Normal,CE218_GP_2024_SC_Gr,,Infratec,91915904,5.51,0.129,5.304,5.717,0,0,,,,47.18,0.65,46.036,48.013,0,0,
11/27/2024 1:06:25 PM,Rapeseed I,60073681 RA,Normal,CE214_GP_2024_SC_Gr,,Infratec,91915904,5.43,0.228,5.143,5.795,0,0,,,,50.63,0.457,49.749,51.365,0,0,
11/27/2024 1:11:26 PM,Rapeseed I,60073681 RA,Normal,CE232_GP_2024_SC_Gr,,Infratec,91915904,5.07,0.169,4.746,5.394,0,0,,,,49.2,0.762,47.794,49.994,0,0,
11/27/2024 1:17:16 PM,Rapeseed I,60073681 RA,Normal,CE233_GP_2024_SC_Gr,,Infratec,91915904,5.3,0.218,4.878,5.642,0,0,,,,47.52,0.459,46.46,48.115,0,0,
11/27/2024 1:21:53 PM,Rapeseed I,60073681 RA,Normal,CE212_GP_2024_SC_Gr,,Infratec,91915904,5.09,0.416,4.012,5.452,0,0,,,,50.81,0.455,49.843,51.496,0,0,
11/27/2024 1:26:38 PM,Rapeseed I,60073681 RA,Normal,CE241_GP_2024_SC_Gr,,Infratec,91915904,5.43,0.2,5.24,5.924,0,0,,,,48.63,0.42,47.781,49.059,0,0,
11/27/2024 1:31:06 PM,Rapeseed I,60073681 RA,Normal,CE236_GP_2024_SC_Gr,,Infratec,91915904,5.59,0.128,5.396,5.812,0,0,,,,47.85,0.574,46.305,48.298,0,0,
11/27/2024 1:37:35 PM,Rapeseed I,60073681 RA,Normal,CE240_GP_2024_SC_Res,,Infratec,91915904,5.06,0.134,4.858,5.251,0,0,,,,45.93,1.096,44.404,47.583,0,0,
11/27/2024 1:41:55 PM,Rapeseed I,60073681 RA,Normal,CE206_GP_2024_SC_Gr,,Infratec,91915904,5.53,0.132,5.306,5.73,0,0,,,,47.75,0.69,46.447,48.767,0,0,
11/27/2024 1:48:45 PM,Rapeseed I,60073681 RA,Normal,CE235_GP_2024_SC_Gr,,Infratec,91915904,5.71,0.139,5.505,5.877,0,0,,,,45.15,0.617,44.11,46.184,0,0,
11/27/2024 1:54:52 PM,Rapeseed I,60073681 RA,Normal,CE238_GP_2024_SC_Gr,,Infratec,91915904,5.65,0.189,5.186,5.837,0,0,,,,47.52,0.676,46.749,48.653,0,0,
11/27/2024 2:00:49 PM,Rapeseed I,60073681 RA,Normal,CE239_GP_2024_SC_Gr,,Infratec,91915904,5.62,0.242,5.278,5.969,0,0,,,,49.66,0.845,47.89,50.818,0,0,
11/27/2024 2:05:27 PM,Rapeseed I,60073681 RA,Normal,CE215_GP_2024_SC_Gr,,Infratec,91915904,5.56,0.208,5.154,5.962,0,0,,,,50.46,0.377,49.73,51,0,0,
11/27/2024 2:09:30 PM,Rapeseed I,60073681 RA,Normal,CE231_GP_2024_SC_Gr,,Infratec,91915904,5.54,0.277,5.219,6.142,0,0,,,,45.39,0.594,44.396,46.142,0,0,
11/27/2024 2:13:58 PM,Rapeseed I,60073681 RA,Normal,CE205_GP_2024_SC_Gr,,Infratec,91915904,5.39,0.102,5.2,5.483,0,0,,,,47.93,0.624,47.095,49.163,0,0,
11/27/2024 2:18:23 PM,Rapeseed I,60073681 RA,Normal,CE208_GP_2024_SC_Gr,,Infratec,91915904,5.41,0.129,5.117,5.564,0,0,,,,46.93,0.398,46.072,47.455,0,0,
11/27/2024 2:22:10 PM,Rapeseed I,60073681 RA,Normal,CE201_GP_2024_SC_Gr,,Infratec,91915904,5.24,0.288,4.908,5.79,0,0,,,,42.98,1.158,40.568,44.336,0,0,
11/27/2024 2:27:27 PM,Rapeseed I,60073681 RA,Normal,CE234_GP_2024_SC_Gr,,Infratec,91915904,5.4,0.326,4.605,5.74,0,0,,,,47.96,1.081,45.307,48.993,0,0,
11/27/2024 2:42:00 PM,Rapeseed I,60073681 RA,Normal,CE217_GP_2024_SC_Gr,,Infratec,91915904,5.54,0.304,5.254,6.275,0,0,,,,46.47,0.804,44.715,47.563,0,0,
11/27/2024 2:53:10 PM,Rapeseed I,60073681 RA,Normal,CE277_GP_2024_SC_Gr,,Infratec,91915904,5.92,0.175,5.677,6.242,0,0,,,,47.89,0.591,46.737,48.761,0,0,
11/27/2024 2:58:09 PM,Rapeseed I,60073681 RA,Normal,CE246_GP_2024_SC_Gr,,Infratec,91915904,5.45,0.205,5.158,5.865,0,0,,,,51.23,0.578,50.181,52.3,0,0,
11/27/2024 3:03:08 PM,Rapeseed I,60073681 RA,Normal,CE230_GP_2024_SC_Gr,,Infratec,91915904,5.59,0.203,5.401,6.058,0,0,,,,44.85,0.655,43.556,45.43,0,0,
11/27/2024 3:07:50 PM,Rapeseed I,60073681 RA,Normal,CE289_GP_2024_SC_Gr,,Infratec,91915904,5.6,0.202,5.138,5.879,0,0,,,,47.32,0.73,46.414,48.564,0,0,
11/27/2024 3:12:04 PM,Rapeseed I,60073681 RA,Normal,CE291_GP_2024_SC_Gr,,Infratec,91915904,5.44,0.119,5.302,5.639,0,0,,,,43.2,0.461,42.651,43.961,0,0,
11/27/2024 3:15:06 PM,Rapeseed I,60073681 RA,Normal,CE298_GP_2024_SC_Gr,,Infratec,91915904,6.73,0.083,6.597,6.834,0,0,,,,44.87,0.548,44.008,45.768,0,0,
12/3/2024 2:03:36 PM,Rapeseed I,60073681 RA,Normal,CE248_GP_2024_SC_Gr,,Infratec,91915904,6.02,0.136,5.856,6.332,0,0,,,,44.44,0.723,43.505,45.546,0,0,
12/3/2024 2:05:27 PM,Rapeseed I,60073681 RA,Normal,CE288_GP_2024_SC_Gr,,Infratec,91915904,5.49,0.23,4.944,5.844,0,0,,,,50.32,0.915,48.072,51.101,0,0,
12/3/2024 2:06:58 PM,Rapeseed I,60073681 RA,Normal,CE290_GP_2024_SC_Gr,,Infratec,91915904,5.47,0.292,4.942,6.007,0,0,,,,50.17,0.572,49.373,50.977,0,0,
12/3/2024 2:08:38 PM,Rapeseed I,60073681 RA,Normal,CE292_GP_2024_SC_Gr,,Infratec,91915904,5.69,0.243,5.413,6.084,0,0,,,,41.21,0.594,40.194,41.83,0,0,
12/3/2024 2:10:12 PM,Rapeseed I,60073681 RA,Normal,CE223_GP_2024_SC_Gr,,Infratec,91915904,6.18,0.277,5.904,6.732,0,0,,,,39.37,0.621,38.619,40.668,0,0,
12/3/2024 2:11:49 PM,Rapeseed I,60073681 RA,Normal,CE242_GP_2024_SC_Gr,,Infratec,91915904,5.72,0.152,5.448,5.943,0,0,,,,49.19,0.64,48.343,50.268,0,0,
12/3/2024 2:13:38 PM,Rapeseed I,60073681 RA,Normal,CE219_GP_2024_SC_Gr,,Infratec,91915904,5.61,0.237,5.113,6.006,0,0,,,,48.45,0.786,46.771,49.416,0,0,
12/3/2024 2:15:19 PM,Rapeseed I,60073681 RA,Normal,CE272_GP_2024_SC_Gr,,Infratec,91915904,6.01,0.251,5.746,6.546,0,0,,,,46.86,0.579,45.982,47.372,0,0,
12/3/2024 2:17:18 PM,Rapeseed I,60073681 RA,Normal,CE287_GP_2024_SC_Gr,,Infratec,91915904,5.84,0.42,4.887,6.386,0,0,,,,47.42,0.727,46.25,48.403,0,0,
12/3/2024 2:20:08 PM,Rapeseed I,60073681 RA,Normal,CE213_GP_2024_SC_Gr,,Infratec,91915904,6.15,0.168,5.81,6.428,0,0,,,,49.74,0.5,48.873,50.513,0,0,
12/3/2024 2:21:58 PM,Rapeseed I,60073681 RA,Normal,CE299_GP_2024_SC_Gr,,Infratec,91915904,6.15,0.156,5.857,6.369,0,0,,,,47.43,0.459,46.774,48.153,0,0,
12/3/2024 2:23:59 PM,Rapeseed I,60073681 RA,Normal,CE266_GP_2024_SC_Gr,,Infratec,91915904,6.01,0.11,5.852,6.238,0,0,,,,47.26,0.417,46.559,47.823,0,0,
12/3/2024 2:25:50 PM,Rapeseed I,60073681 RA,Normal,CE207_GP_2024_SC_Gr,,Infratec,91915904,6.22,0.117,6.019,6.415,0,0,,,,46.68,0.605,45.638,47.657,0,0,
12/3/2024 2:27:24 PM,Rapeseed I,60073681 RA,Normal,CE273_GP_2024_SC_Gr,,Infratec,91915904,6.32,0.576,5.847,7.713,0,0,,,,42.42,0.471,41.83,43.135,0,0,
12/3/2024 2:28:59 PM,Rapeseed I,60073681 RA,Normal,CE227_GP_2024_SC_Gr,,Infratec,91915904,6.43,0.275,6.059,7.06,0,0,,,,38.81,0.711,37.796,39.999,0,0,
12/3/2024 2:30:30 PM,Rapeseed I,60073681 RA,Normal,CE209_GP_2024_SC_Gr,,Infratec,91915904,6.19,0.32,5.768,6.974,0,0,,,,47.22,0.712,46.121,48.336,0,0,
12/3/2024 2:33:18 PM,Rapeseed I,60073681 RA,Normal,CE203_GP_2024_SC_Gr,,Infratec,91915904,6.1,0.279,5.851,6.755,0,0,,,,41.39,0.557,40.298,42.194,0,0,
12/3/2024 2:35:02 PM,Rapeseed I,60073681 RA,Normal,CE254_GP_2024_SC_Gr,,Infratec,91915904,6.02,0.113,5.891,6.203,0,0,,,,46.95,0.716,45.095,47.774,0,0,
12/3/2024 2:36:42 PM,Rapeseed I,60073681 RA,Normal,CE250_GP_2024_SC_Gr,,Infratec,91915904,5.97,0.163,5.74,6.174,0,0,,,,48.96,0.594,48.044,49.914,0,0,
12/3/2024 2:38:23 PM,Rapeseed I,60073681 RA,Normal,CE244_GP_2024_SC_Gr,,Infratec,91915904,5.66,0.156,5.461,5.953,0,0,,,,47.16,0.489,46.632,48.046,0,0,
12/3/2024 2:40:05 PM,Rapeseed I,60073681 RA,Normal,CE202_GP_2024_SC_Gr,,Infratec,91915904,6.14,0.214,5.798,6.44,0,0,,,,42.75,0.584,41.619,43.829,0,0,
12/3/2024 2:41:52 PM,Rapeseed I,60073681 RA,Normal,CE270_GP_2024_SC_Gr,,Infratec,91915904,5.41,0.133,5.22,5.583,0,0,,,,48.46,0.723,47.135,49.277,0,0,
